,Unnamed: 0,Restaurant_Name,Restaurant_rated,Review_Written_By,User_Rated_Restaurant,Written_Review,Sentiment_Rating
214,214,Toit,4.7,Kaustubh Rege,5.0,"Had heard a lot about this place and finally visited it, really awesome place to hang out. The ambiance and feel is really cool. The food was absolutely brilliant, had the onion rings, toit pizza and hummus with pita, which was especially brilliant. The service was also good and the highlight was their brewed beer, had the toit weissen & puneri lager, both were great.",1
215,215,Toit,4.7,Vikrant Shete,4.0,-,1
216,216,Toit,4.7,Preeti Samal,5.0,"one of my favourite breweries in town. You will fall in love with it the moment you walk inside. It offers both inside and outside (recommended) seating.

My number one on the list is Spicy Chicken Pizza baked in a traditional wood-fired oven prepared with the flavorful marinara sauce with a smoky crust. I always prefer a good wood fired oven pizza over an electric one. They are not only delicious but healthy too.
Nothing can beat a combination of Beer and Pizza and when it's freshly brewed beer and wood-fired oven pizza then you cannot have one without the other.

Must try Andhra Chilli Chicken & BBQ Madras mushroom presented as modern indian style served on an Appam is full of south...read more",1
218,218,Toit,4.7,Naveen Bachwani,5.0,"Super vibe, chill ambience, top notch Continental and South India food and plenty of beer choices! The service and presentation was awesome too…",1
219,219,Toit,4.7,Sushant Jamdar,5.0,-,1
220,220,Toit,4.7,Ayushi,4.0,"The ambiance was good.The quality and quantity of the food was great. We loved the fact that you can split the pizza and get a taste of 2 pizzas in 1.Their craft beer was quite good as well.overall the service was good and we had a lovely time.
tip: do make a reservation if you are going on a weekend.",1
221,221,Toit,4.7,Abhishek Shelke,5.0,-,1
222,222,Toit,4.7,Suresh,1.0,"Went on a friday night,the place was crowded and not following Covid guidelines of 50% occupancy. The manager seemed disinterested and justified by saying now everything is allowed",0
223,223,Toit,4.7,Anagha Sonawane,5.0,"To begin with, the beers are fairly priced and they have got a lot of variety in that too. Even though I am not a beer fan, I did like the taste there. The appetisers are super yummy and quantity is good too. My favourite was the cheese loaded nachos, supremely yummy, the chicken fry was yummy too and Andhra chicken was spicy and unique! We did order for a Toit special pizza too and it was super classy, highly recommended for the veg lovers!",1
224,224,Toit,4.7,Avinash,4.0,"Good place with good food, but quantity is very low for the price you pay & beer is good and that great as compared to before.",1
225,225,Toit,4.7,Gargi Mehra,5.0,-,1
226,226,Toit,4.7,Harsimran Hans,5.0,"The Best!


Just two words are enough to review this place.

Great pizzas n great beer... love the vibe..",1
227,227,Toit,4.7,Raja Ram,4.0,Good ambiance... Good service.. just a bit over priced.... But if ur out to spead this is a good place... Nice hot wings too,1
228,228,Toit,4.7,Rutika Mahagaokar,5.0,"Great food, good music and generous staff. This place is usually crowded on weekends hence recommend to go after booking a table well in advance.",1
229,229,Toit,4.7,Ritika Basu,5.0,-,1
230,230,Toit,4.7,Neha Gaurav,2.0,-,0
232,232,Toit,4.7,Vishesh,5.0,"Count memories, not calories!

Toit Pune has a killer ambiance, delectable food, and some amazing craft beers!

Ordered the following:

1. Grilled Baby Corn: when the dish arrived it didn't look appetizing, but the first bite completely blew me off. Just one word, fantabulous! Fresh baby corn, grilled and rubbed with a select blend of spices. (A must try)
2. Cheesy Gunpowder Pondy Fries: another amazing item from the food menu of @toitbeerco (Do try it out)
3. Pesto pizza: if you like pizza, ask for Pesto pizza right away! (A must try)
Ordered the beer sampler, tasted all of the craft beers they had to offer.
I ended up liking Belgian Wit and Dry Stout. Was recommended for Apple Cider...read more",1
233,233,Toit,4.7,Mushu,2.0,"Restaurant did NOT bother to send cutlery, nor paper napkins 👎",0
234,234,Toit,4.7,Riddhi Kapadni,5.0,"The vibe of toit is too good. If one is visiting toit for the first time try sampler set. The set has all type of available beers. Pune lager is must try.
The food is delicious. We ordered calamari for starters and pizza for main course, the food was amazing.",1
235,235,Toit,4.7,Dhruv Agrawal,2.0,-,0
236,236,Toit,4.7,Dev Jasoliya,4.0,-,1
237,237,Toit,4.7,Sulagna Gupta,2.0,"Recently visited the much reviewed place and what a disappointment we had. We ordered grilled baby corn and calamari fritos. Inspite of telling repeatedly to make everything non spicy, both the items were too much spicy. Grilled salmon was very bland. Only good thing was the cocktail. We were offered a seat in smoking zone which as non smokers was quite uncomfortable for us. The behaviour of the staffs was also very rude and indifferent.",0
238,238,Toit,4.7,Manali,2.0,"The two stars are just for the food and ambience!

The staff was RUDE, SLOW, IMPOLITE AND ILL-MANNERED !

It took them FOREVER for every little task! Bringing our drinks, or food, or cheque, or box or whatever !

We had to ask 3-5 times before we could actually have an item on the table ! They didn’t bother to apologize or even behave politely.

When the beer spilled because of the wobbly table, no other bothered to come clean it or help us move to a new table ! Finally after 15 minutes they moved the table to a cramped up corner and it was a really congested!

- 5 for the staff and service ! Truly beyond pathetic ! I think the place is just overhyped and there are a lot of better...read more",0
239,239,Toit,4.7,Dhairya Khera,5.0,"What a place!!

This place is huge and it's fantastic. They have 5 seating areas spread indoor and outdoor and a 6th area on the first floor. The beers are smooth and crisp, but make sure you pick one that suits your taste buds. We tried the Pune Lager, Irish Red, Tin Tin and Toit Weiss. Andhra Chilli Chicken is the perfect spicy companion to the beers.

The Ambience is laid back and is perfect to chill on any day of the week. The waiting staff is polite and courteous and they will help you out with the drinks and food, if you ask for their suggestion.

Had a really good time here and will certainly be visiting again.

A special shout-out to Mr Ashutosh who was attended to us and made it...read more",1
240,240,Toit,4.7,Adarsha Pillai,5.0,Awsom place to spend quality time with frnd..crowd is gud n being pet friendly it makes place more better place.,1
242,242,Toit,4.7,Pranay Tiwari,4.0,"spilling of Nilgiri Korma, not good packing",1
243,243,Toit,4.7,Ankit Kachhara,4.0,"We went on a weekday for dinner, the place was almost full. Table reservation is highly recommended. Now a days they are operating till 9:30 only, we were asked to place last order by 9.

Food is very tasty, we ordered cheese balls, garlic bread, podi okra chips, onion rings, every thing was good, podi okra chips became my favourite, it was way better to my expectations. Pizza in main course was not so great.

Overall service was good, people were polite and well behaved except one who was taking orders at indoor sitting, he was looking like some supervisor.

But overall nice experience, will visit again.",1
244,244,Toit,4.7,Arun Prabhu,5.0,One of the very few places that takes your requests seriously. They actually called to confirm what I had written down and made the food exactly how I asked them. The quality of their food has always been incredible and I truly hope it stays that way.,1
245,245,Toit,4.7,Biswajit Chakraborty,1.0,The calamari frito was soggy and the chicken breast overcooked and chewy. The beer takes forever to come and the cocktails are watered down. The manager is unapologetic,0
246,246,Toit,4.7,Anup Pillai,5.0,The food from Toit… awesome as always. Great packaging.. loved the experience,1
247,247,Toit,4.7,Meghana Dabade,4.0,"This is our go-to place most of the times! Best and pocket friendly crafted beer in Pune! I would love to go here more if they come up with more options in chicken starters! I hardly have any options with chicken there. Pizzas are good to have, but need variety too. Kindly take this as a feedback and please add some more options in the menu.",1
248,248,Toit,4.7,Prathamesh Nakhare,4.0,"Visited Toit Pune on 4 September 2021. This place is amazingly filled with good vibes and happening crowd. variety of beers and great cocktails. Mostly crowded on weekends but good service. Good food. If you are looking for something fun and good place to drink, this can be the place.",1
249,249,Toit,4.7,Nripesh Goenka,1.0,Visited this place last Sunday. The cocktails took 25mins to come at the table. The food was served almost after 45mins of ordering. We asked for the manger who said they were short staffed in kitchen but refused to apologize. Never visiting this place again till management sorts out the teething issues.,0
250,250,Toit,4.7,Apurva,5.0,-,1
251,251,Toit,4.7,Sahana Anchan,5.0,"You know it is a good eatery when the place is bustling with people.

Highly recommended that you make a table reservation before you visit Toit - Pune.

There aren't any cons to highlight, but here are the highly recommended food and beer options for you to try.

1. Bbq chicken wings
2. Andhra Chicken
3. Onion rings
4. Toit Full house pizza


Highly recommended craft beers you must try-
1. Tintin Toit
2. Toit weiss
3. Dark knight (if you are okay with the bitter notes)
4. Stray Apple

This place hits all the right notes with respect to the food, the ambience and the beers. The staff is very prompt and the location is excellent, very spacious.

When in Pune, do not miss visiting Toit!",1
252,252,Toit,4.7,Shreyas Joshi,4.0,The Chicken Hot Wings and the Nachos were the saving grace for Toit. Rest everything like the pizza we ordered or the barbecue chicken wings were bland and not up to the mark. A good place though for having a drink. Would recommend to work on the pizza and wings.,1
253,253,Toit,4.7,Amogh Dadhich,5.0,"Great lunch, great booze. Went on a Saturday afternoon, it was packed but we got a good table on the veranda that directly faces the stained glass. Would definitely recommend trying the beer sampler to get a taste of all the crafts and the specials. My personal favourites were the Indian Pale Ale (IPA), Belgian Wit (wheat based) and the Apple Cider beer. Great wings, beautiful hot sauce. Lovely ambience. Top notch stuff.",1
254,254,Toit,4.7,Anushree Tayade,5.0,One of the best white sauce pastas ever made! And Toit - thank you for the choco chip cookie!! That was quite a surprise. Much appreciated :),1
255,255,Toit,4.7,Rahul Raut,2.0,Late delivery and the pizza delivered was very cold. We don't deserve this after paying premium price for the pizza you make.,0
256,256,Toit,4.7,Meera,2.0,The sourdough base was burnt with mushroom topping..I did not realise yesterday when ate ..but today was heating it and its black bottom,0
258,258,Toit,4.7,Aman,5.0,"i am very picky eater. unless the food is great i dont order again. TOIT is making an exception here in terms of quality, taste and service. packaging is also nice with touch of personalized message which makes you feel important customer. As of now this the best place in Pune. And not forget Zomato delivery personals are polite and worth appreciation for their service and efforts.
cheese cake is awesome
potato wedges must have
mac n cheese balls
chicken wings
check the menu you will find amazing things",1
259,259,Toit,4.7,Anushree Deshpande,4.0,I really loved the food. I was highly impressed by the handwritten note that I received. This really shows that they care about their customers. I usually never write reviews but this time felt like it was needed . I highly appreciate the effort. Thank you for maintaining your quality even during these times!,1
260,260,Toit,4.7,K Sandeep,2.0,"Telangana mutton is not like Telangana mutton which would actually be spicy..only 6 small mutton pieces were there.
chicken donne biryani was also kind of ok. layer cake was too costly for its size and taste.
Telangana mutton needs to change either name or its taste. toit in pune is not what like how it is .in Bangalore",0
263,263,Toit,4.7,Hunger Pangs,4.0,Loved the place because it was so lively as the crowd was amazing and other than that it’s pet friendly. Staff is really courteous and food is great to taste. Ambience is beautiful. Loved the place.,1
264,264,Toit,4.7,Bharat Jhunjhunwala,5.0,the truffle mushroom pizza is to die for...don't miss this for anything on earth,1
265,265,Toit,4.7,Ajay Nanaware,1.0,"You claim to be pet friendly but let me tell you that you are absolutely pet unfriendly. You discriminate. We visited toit Pune today with our pet but you didn't allow het to sit along with us. Instead you told that she can sit on floor, why?. We were lucky your kitchen was closed and we had to return back. We promise and assure you that we will never ever visit you again. God bless you.",0
266,266,Toit,4.7,Upasana Sharma,5.0,"excellent food, even got a complimentary cookie. thanks",1
267,267,Toit,4.7,Sanika Khandelwal,5.0,Awesome food really well made and all instructions were followed thankyou Toit it was worth the money … thankyou once again 🙏,1
